shop_name,address,latitude,longitude,city,postcode
Audilab  Audioprothésiste Objat,57 avenue Raymond Poincaré 19130 Objat,45.2561,1.414396,Objat,19130
Audilab  Audioprothésiste Olivet,412 rue de la Juine 45160 Olivet,47.848659,1.915593,Olivet,45160
Audilab  Audioprothésiste Olonne-sur-Mer,1 Chemin de Chaintrelongue 85340 Olonne-sur-Mer,46.512675,-1.75236,Olonne-sur-Mer,85340
Audilab  Audioprothésiste Orléans,16 rue Bannier 45000 Orléans,47.903542,1.903326,Orléans,45000
Audilab  Audioprothésiste Orvault,93 route de Rennes 44700 Orvault,47.253241,-1.576651,Orvault,44300
Audilab  Audioprothésiste Perros-Guirec,10 rue du Maréchal Leclerc 22700 Perros-Guirec,48.814763,-3.444246,Perros-Guirec,22700
Audilab  Audioprothésiste Pessac,58 avenue Pasteur 33600 Pessac,44.805965,-0.633291,Pessac,33600
Audilab  Audioprothésiste Plan de Cuques,57 avenue Frédéric Chevillon 13380 Plan-de-Cuques,43.346537,5.462503,Plan-de-Cuques,13380
Audilab  Audioprothésiste Ploemeur,12 rue de Kervam 56270 Ploemeur,47.734644,-3.427161,Ploemeur,56270
Audilab  Audioprothésiste Plouay,17 rue Paul Ihuel 56240 Plouay,47.913712,-3.334966,Plouay,56240
Audilab  Audioprothésiste Ploudalmézeau,1 cité Allain 29830 Ploudalmézeau,48.534488,-4.658461,Ploudalmézeau,29830
Audilab  Audioprothésiste Pluvigner,7 place Saint-Michel 56330 Pluvigner,47.776771,-3.009943,Pluvigner,56330
Audilab  Audioprothésiste Plérin,8 rue François Jacob 22190 Plérin,48.547441,-2.788731,Plérin,22190
Audilab  Audioprothésiste Poitiers,130 route de Nouaillé 86000 Poitiers,46.563106,0.365897,Poitiers,86000
Audilab  Audioprothésiste Poitiers Sud,21 rue du Chaumont 86000 Poitiers,46.555725,0.30485,Poitiers,86000
Audilab  Audioprothésiste Poligny,67 Grande Rue 39800 Poligny,46.83556,5.708629,Poligny,39800
Audilab  Audioprothésiste Pompey,34 avenue du Général de Gaulle 54340 Pompey,48.769106,6.128757,Pompey,54340
Audilab  Audioprothésiste Pont l'Abbé,5 rue Jean-Jacques Rousseau 29120 Pont-l'Abbé,47.865067,-4.221173,Pont-l'Abbé,29120
Audilab  Audioprothésiste Pontivy,Avenue de la libération 56300 Pontivy,48.068193,-2.952982,Pontivy,56300
Audilab  Audioprothésiste Port-Brillet,19 rue des Forges 53410 Port-Brillet,48.112029,-0.973306,Port-Brillet,53410
Audilab  Audioprothésiste Porte des Pierres Dorées,890 route de pouilly 69400 Porte des pierres dorées,45.963658,4.659485,Porte des Pierres Dorées,69400
